Germline cut rate,Embryo cut rate,Generations to 99% drive individuals,Generation of maximum drive frequency,Maximum drive frequency,Maximum frequency of individuals with at least one drive
0,0.78,13,15,0.831063,1
0,0.78,13,15,0.832444,1
0,0.78,13,15,0.838824,1
0,0.8,13,16,0.857852,1
0,0.8,13,15,0.836664,1
0,0.8,13,15,0.829445,1
0,0.8,13,15,0.842056,1
0,0.8,13,15,0.826451,1
0,0.8,13,14,0.810138,1
0,0.8,13,15,0.834037,1
0,0.8,13,16,0.855174,1
0,0.8,13,15,0.836088,1
0,0.8,13,15,0.839259,1
0,0.82,12,15,0.844116,1
0,0.82,13,15,0.837999,1
0,0.82,13,15,0.839983,1
0,0.82,13,15,0.840645,1
0,0.82,13,15,0.835684,1
0,0.82,13,15,0.839377,1
0,0.82,13,15,0.83304,1
0,0.82,13,15,0.835496,1
0,0.82,13,14,0.813542,1
0,0.82,13,15,0.834401,1
0,0.84,12,15,0.845266,1
0,0.84,12,15,0.844231,1
0,0.84,13,15,0.839684,1
0,0.84,13,14,0.814725,1
0,0.84,13,15,0.835463,1
0,0.84,13,15,0.83892,1
0,0.84,13,14,0.811033,1
0,0.84,13,15,0.842173,1
0,0.84,13,15,0.829927,1
0,0.84,13,15,0.841505,1
0,0.86,13,15,0.841004,1
0,0.86,13,14,0.812158,1
0,0.86,12,14,0.818676,1
0,0.86,13,15,0.842302,1
0,0.86,13,14,0.814522,1
0,0.86,13,14,0.815924,1
0,0.86,13,14,0.807957,1
0,0.86,13,15,0.836997,1
0,0.86,12,14,0.823481,1
0,0.86,13,14,0.815955,1
0,0.88,12,14,0.822678,1
0,0.88,12,15,0.845519,1
0,0.88,12,14,0.817604,1
0,0.88,12,14,0.821244,1
0,0.88,13,14,0.81558,1
0,0.88,13,14,0.81302,1
0,0.88,12,14,0.826951,1
0,0.88,12,14,0.816205,1
0,0.88,13,14,0.815923,1
0,0.88,12,14,0.822085,1
0,0.9,12,14,0.82211,1
0,0.9,12,14,0.824904,1
0,0.9,12,14,0.820333,1
0,0.9,12,14,0.820858,1
0,0.9,12,14,0.82092,1
0,0.9,12,14,0.818123,1
0,0.9,12,14,0.82017,1
0,0.9,12,15,0.84813,1
0,0.9,12,14,0.822742,1
0,0.9,12,14,0.820964,1
0,0.92,13,15,0.837202,1
0,0.92,12,14,0.830928,1
0,0.92,12,14,0.824923,1
0,0.92,12,14,0.826041,1
0,0.92,12,14,0.820316,1
0,0.92,12,14,0.822688,1
0,0.92,12,14,0.825467,1
0,0.92,12,14,0.819686,1
0,0.92,12,14,0.822506,1
0,0.92,12,14,0.825736,1
0,0.94,12,14,0.821672,1
0,0.94,12,14,0.827733,1
0,0.94,12,14,0.817178,1
0,0.94,12,13,0.79619,1
0,0.94,12,14,0.828131,1
0,0.94,13,14,0.811982,1
0,0.94,12,13,0.795952,1
0,0.94,12,14,0.82437,1
0,0.94,12,14,0.825078,1
0,0.94,12,14,0.820062,1
0,0.96,12,14,0.831922,1
0,0.96,12,14,0.82664,1
0,0.96,12,14,0.82622,1
0,0.96,12,14,0.820287,1
0,0.96,12,14,0.82031,1
0,0.96,12,14,0.828766,1
0,0.96,12,14,0.826412,1
0,0.96,12,14,0.830992,1
0,0.96,12,14,0.823556,1
0,0.96,12,14,0.82213,1
0,0.98,12,13,0.801912,1
0,0.98,12,14,0.828327,1
0,0.98,12,14,0.82684,1
0,0.98,12,14,0.831152,1
0,0.98,12,14,0.820692,1
0,0.98,12,14,0.828644,1
0,0.98,12,13,0.798765,1
0,0.98,12,14,0.82604,1
0,0.98,12,14,0.825209,1
0,0.98,12,14,0.829546,1
0,1,12,14,0.830653,1
0,1,12,14,0.828337,1
0,1,12,13,0.797608,1
0,1,12,13,0.803569,1
0,1,12,14,0.830346,1
0,1,12,13,0.80124,1
0,1,12,14,0.829576,1
0,1,12,14,0.829654,1
0,1,12,14,0.828536,1
0,1,12,14,0.830975,1
0.02,0,1000,0,0.10026,0.20052
0.02,0,1000,0,0.100274,0.200547
0.02,0,1000,0,0.100185,0.20037
0.02,0,1000,0,0.0998586,0.199717
0.02,0,1000,0,0.100133,0.200266
0.02,0,1000,0,0.0993538,0.198708
0.02,0,1000,0,0.0998578,0.199716
0.02,0,1000,0,0.0999001,0.1998
0.02,0,1000,0,0.100247,0.200494
0.02,0,1000,0,0.100608,0.201215
0.02,0.02,1000,0,0.0994281,0.198856
0.02,0.02,1000,0,0.0997359,0.199472
0.02,0.02,1000,0,0.0999624,0.199925
0.02,0.02,1000,0,0.0998969,0.199794
0.02,0.02,1000,0,0.100139,0.200279
0.02,0.02,1000,0,0.10096,0.201921
0.02,0.02,1000,0,0.100112,0.200224
0.02,0.02,1000,0,0.0999073,0.199815
0.02,0.02,1000,0,0.0998195,0.199639
0.02,0.02,1000,0,0.0998706,0.199741
0.02,0.04,1000,0,0.100305,0.20061
0.02,0.04,1000,0,0.099627,0.199254
0.02,0.04,1000,0,0.100432,0.200865
0.02,0.04,1000,0,0.100192,0.200383
0.02,0.04,1000,0,0.100692,0.201384
0.02,0.04,1000,0,0.0997351,0.19947
0.02,0.04,1000,0,0.100772,0.201543
0.02,0.04,1000,0,0.0998969,0.199794
0.02,0.04,1000,0,0.0997009,0.199402
0.02,0.04,1000,0,0.099712,0.199424
0.02,0.06,1000,0,0.100064,0.200128
0.02,0.06,1000,0,0.100244,0.200488
0.02,0.06,1000,0,0.100604,0.201209
0.02,0.06,1000,0,0.099712,0.199424
0.02,0.06,1000,0,0.0997502,0.1995
0.02,0.06,1000,0,0.100483,0.200966
0.02,0.06,1000,0,0.100536,0.201073
0.02,0.06,1000,0,0.100024,0.200048
0.02,0.06,1000,0,0.0997351,0.19947
0.02,0.06,1000,0,0.0998355,0.199671
0.02,0.08,1000,0,0.100496,0.200992
0.02,0.08,1000,100,0.343273,0.575256
0.02,0.08,1000,0,0.100138,0.200276
0.02,0.08,1000,100,0.212832,0.381349
0.02,0.08,1000,0,0.0995937,0.199187
0.02,0.08,1000,0,0.0996476,0.199295
0.02,0.08,1000,0,0.0998881,0.199776
0.02,0.08,1000,54,0.108062,0.205163
0.02,0.08,1000,100,0.164164,0.301554
0.02,0.08,1000,100,0.140612,0.26263
0.02,0.1,77,93,0.943975,1
0.02,0.1,91,100,0.918417,0.999787
0.02,0.1,91,100,0.921174,0.999819
0.02,0.1,1000,100,0.775477,0.973187
0.02,0.1,96,100,0.893455,0.99895
0.02,0.1,1000,100,0.746057,0.960506
0.02,0.1,1000,100,0.296434,0.510061
0.02,0.1,83,96,0.936082,1
0.02,0.1,82,98,0.941385,1
0.02,0.1,94,100,0.903556,0.999436
0.02,0.12,63,78,0.939244,1
0.02,0.12,66,77,0.927271,1
0.02,0.12,68,82,0.942847,1
0.02,0.12,70,83,0.936576,1
0.02,0.12,71,82,0.927621,1
0.02,0.12,70,83,0.939411,1
0.02,0.12,70,83,0.936348,1
0.02,0.12,66,79,0.935313,1
0.02,0.12,66,79,0.937432,1
0.02,0.12,68,82,0.93877,1
0.02,0.14,53,64,0.931502,1
0.02,0.14,52,63,0.930726,1
0.02,0.14,55,66,0.924907,1
0.02,0.14,53,68,0.939466,1
0.02,0.14,51,63,0.932396,1
0.02,0.14,55,67,0.933507,1
0.02,0.14,54,63,0.921764,1
0.02,0.14,53,64,0.928139,1
0.02,0.14,53,66,0.935517,1
0.02,0.14,54,64,0.928211,1
0.02,0.16,45,54,0.92199,1
0.02,0.16,43,55,0.9318,1
0.02,0.16,46,56,0.926756,1
0.02,0.16,46,56,0.926783,1
0.02,0.16,46,55,0.9211,1
0.02,0.16,44,55,0.930275,1
0.02,0.16,45,56,0.930242,1
0.02,0.16,47,59,0.930974,1
0.02,0.16,48,59,0.931335,1
0.02,0.16,43,52,0.921917,1
0.02,0.18,39,47,0.914219,1
0.02,0.18,38,48,0.923689,1
0.02,0.18,39,48,0.920979,1
0.02,0.18,40,47,0.910148,1
0.02,0.18,39,48,0.920354,1
0.02,0.18,41,49,0.917036,1
0.02,0.18,39,45,0.906444,1
0.02,0.18,41,51,0.925663,1
0.02,0.18,40,49,0.921198,1
0.02,0.18,38,46,0.919113,1
0.02,0.2,35,41,0.904788,1
0.02,0.2,36,43,0.91377,1
0.02,0.2,35,43,0.91246,1
0.02,0.2,34,42,0.912725,1
0.02,0.2,34,42,0.919034,1
0.02,0.2,37,46,0.916725,1
0.02,0.2,34,44,0.925073,1
0.02,0.2,35,45,0.924412,1
0.02,0.2,37,43,0.90556,1
0.02,0.2,35,44,0.919869,1
0.02,0.22,33,40,0.911465,1
0.02,0.22,33,41,0.915535,1
0.02,0.22,33,40,0.908654,1
0.02,0.22,33,41,0.916047,1
0.02,0.22,33,41,0.917196,1
0.02,0.22,31,39,0.911529,1
0.02,0.22,30,38,0.917328,1
0.02,0.22,32,39,0.906827,1
0.02,0.22,32,42,0.925356,1
0.02,0.22,32,40,0.91739,1
0.02,0.24,30,37,0.908801,1
0.02,0.24,29,37,0.913842,1
0.02,0.24,29,39,0.921254,1
0.02,0.24,31,38,0.908225,1
0.02,0.24,29,36,0.909429,1
0.02,0.24,29,36,0.909292,1
0.02,0.24,29,35,0.902556,1
0.02,0.24,29,36,0.909766,1
0.02,0.24,29,35,0.900161,1
0.02,0.24,30,36,0.905809,1
0.02,0.26,27,34,0.907426,1
0.02,0.26,27,35,0.91123,1
0.02,0.26,27,33,0.900318,1
0.02,0.26,27,35,0.912469,1
0.02,0.26,28,35,0.910382,1
0.02,0.26,27,34,0.909807,1
0.02,0.26,26,33,0.906222,1
0.02,0.26,28,34,0.902239,1
0.02,0.26,26,33,0.9079,1
0.02,0.26,27,34,0.909777,1
0.02,0.28,25,31,0.899807,1
0.02,0.28,26,31,0.894527,1
0.02,0.28,26,32,0.900246,1
0.02,0.28,27,33,0.904647,1
0.02,0.28,25,31,0.902396,1
0.02,0.28,25,31,0.898896,1
0.02,0.28,25,32,0.904202,1
0.02,0.28,25,30,0.891111,1
0.02,0.28,25,32,0.906404,1
0.02,0.28,25,30,0.888594,1
0.02,0.3,24,29,0.888861,1
0.02,0.3,23,29,0.898065,1
0.02,0.3,25,30,0.895994,1
0.02,0.3,23,28,0.886375,1
0.02,0.3,25,31,0.903123,1
0.02,0.3,24,29,0.893551,1
0.02,0.3,24,30,0.903773,1
0.02,0.3,25,31,0.901528,1
0.02,0.3,23,30,0.904202,1
0.02,0.3,24,29,0.89343,1
0.02,0.32,23,27,0.882304,1
0.02,0.32,22,27,0.888424,1
0.02,0.32,23,29,0.897888,1
0.02,0.32,24,29,0.89283,1
0.02,0.32,23,28,0.89498,1
0.02,0.32,23,28,0.884186,1
0.02,0.32,23,29,0.897735,1
0.02,0.32,22,27,0.883327,1
0.02,0.32,23,28,0.890009,1
0.02,0.32,23,29,0.896162,1
0.02,0.34,22,25,0.867508,1
0.02,0.34,21,26,0.889682,1
0.02,0.34,22,28,0.896502,1
0.02,0.34,22,27,0.891871,1
0.02,0.34,21,26,0.885407,1
0.02,0.34,22,27,0.89508,1
0.02,0.34,22,28,0.899574,1
0.02,0.34,21,26,0.886687,1
0.02,0.34,22,28,0.898534,1
0.02,0.34,22,26,0.882021,1
0.02,0.36,21,24,0.868534,1
0.02,0.36,21,26,0.888746,1
0.02,0.36,20,26,0.895921,1
0.02,0.36,21,26,0.892937,1
0.02,0.36,20,25,0.888478,1
0.02,0.36,21,26,0.889688,1
0.02,0.36,21,25,0.878956,1
0.02,0.36,20,24,0.870627,1
0.02,0.36,20,25,0.888281,1
0.02,0.36,21,26,0.891919,1
0.02,0.38,20,26,0.89382,1
0.02,0.38,20,24,0.878046,1
0.02,0.38,20,25,0.888378,1
0.02,0.38,20,24,0.882987,1
0.02,0.38,20,24,0.884044,1
0.02,0.38,20,24,0.876313,1
0.02,0.38,20,25,0.891206,1
0.02,0.38,20,24,0.883531,1
0.02,0.38,21,26,0.887406,1
0.02,0.38,19,24,0.883232,1
0.02,0.4,19,23,0.883483,1
0.02,0.4,19,24,0.884953,1
0.02,0.4,19,23,0.876796,1
0.02,0.4,19,24,0.892239,1
0.02,0.4,19,23,0.879502,1
0.02,0.4,19,23,0.876266,1
0.02,0.4,19,23,0.878811,1
0.02,0.4,20,24,0.884179,1
0.02,0.4,19,24,0.885085,1
0.02,0.4,19,25,0.901026,1
0.02,0.42,18,22,0.872122,1
0.02,0.42,18,22,0.872891,1
0.02,0.42,18,23,0.88374,1
0.02,0.42,18,23,0.884416,1
0.02,0.42,19,23,0.881909,1
0.02,0.42,19,23,0.881985,1
0.02,0.42,19,22,0.86702,1
0.02,0.42,18,23,0.885861,1
0.02,0.42,19,22,0.869271,1
0.02,0.42,18,23,0.88745,1
0.02,0.44,18,22,0.880755,1
0.02,0.44,18,22,0.871506,1
0.02,0.44,18,22,0.877812,1
0.02,0.44,18,22,0.879472,1
0.02,0.44,18,21,0.86671,1
0.02,0.44,18,21,0.862467,1
0.02,0.44,18,21,0.863883,1
0.02,0.44,18,23,0.887038,1
0.02,0.44,18,22,0.874234,1
0.02,0.44,18,22,0.876337,1
0.02,0.46,18,22,0.883459,1
0.02,0.46,17,21,0.872675,1
0.02,0.46,17,21,0.872636,1
0.02,0.46,18,21,0.868235,1
0.02,0.46,17,21,0.875625,1
0.02,0.46,17,21,0.869036,1
0.02,0.46,17,21,0.872087,1
0.02,0.46,17,21,0.870441,1
0.02,0.46,17,22,0.882432,1
0.02,0.46,17,22,0.885901,1
0.02,0.48,17,20,0.865234,1
0.02,0.48,17,20,0.865967,1
0.02,0.48,17,21,0.876808,1
0.02,0.48,16,21,0.881214,1
0.02,0.48,17,21,0.876812,1
