Germline cut rate,Embryo cut rate,Generations to 99% drive individuals,Generation of maximum drive frequency,Maximum drive frequency,Maximum frequency of individuals with at least one drive
0,0.7,1000,0,0.099677,0.199354
0,0.7,1000,0,0.100509,0.201018
0,0.7,1000,0,0.100176,0.200353
0,0.7,1000,0,0.0996341,0.199268
0,0.7,1000,0,0.100474,0.200948
0,0.7,1000,0,0.100103,0.200205
0,0.72,1000,0,0.0997009,0.199402
0,0.72,1000,0,0.100423,0.200845
0,0.72,1000,0,0.10026,0.20052
0,0.72,1000,0,0.0994455,0.198891
0,0.72,1000,0,0.100365,0.200731
0,0.72,1000,0,0.10014,0.20028
0,0.72,1000,0,0.0999608,0.199922
0,0.72,1000,0,0.0995945,0.199189
0,0.72,1000,0,0.0997439,0.199488
0,0.72,1000,0,0.0995215,0.199043
0,0.74,1000,0,0.0996476,0.199295
0,0.74,1000,0,0.100029,0.200058
0,0.74,1000,0,0.100286,0.200571
0,0.74,1000,0,0.100477,0.200955
0,0.74,1000,0,0.0998339,0.199668
0,0.74,1000,0,0.0999752,0.19995
0,0.74,1000,0,0.0997526,0.199505
0,0.74,1000,0,0.099869,0.199738
0,0.74,1000,0,0.0998498,0.1997
0,0.74,1000,0,0.100528,0.201057
0,0.76,1000,0,0.0998139,0.199628
0,0.76,1000,0,0.0996604,0.199321
0,0.76,1000,0,0.100179,0.200357
0,0.76,1000,0,0.0998379,0.199676
0,0.76,1000,0,0.100113,0.200226
0,0.76,1000,0,0.100451,0.200902
0,0.76,1000,0,0.10015,0.2003
0,0.76,1000,0,0.0992702,0.19854
0,0.76,1000,0,0.0997176,0.199435
0,0.76,1000,0,0.100178,0.200356
0,0.78,1000,0,0.099689,0.199378
0,0.78,1000,0,0.100512,0.201024
0,0.78,1000,0,0.100015,0.20003
0,0.78,1000,0,0.100645,0.20129
0,0.78,1000,0,0.0994352,0.19887
0,0.78,1000,0,0.100101,0.200202
0,0.78,1000,0,0.100367,0.200734
0,0.78,1000,0,0.100082,0.200163
0,0.78,1000,0,0.100294,0.200587
0,0.78,1000,0,0.10076,0.20152
0,0.8,1000,0,0.100077,0.200154
0,0.8,1000,0,0.0998833,0.199767
0,0.8,1000,0,0.0996079,0.199216
0,0.8,1000,0,0.100652,0.201304
0,0.8,1000,0,0.100815,0.201631
0,0.8,1000,0,0.0998259,0.199652
0,0.8,1000,0,0.099802,0.199604
0,0.8,1000,0,0.0999856,0.199971
0,0.8,1000,0,0.100269,0.200537
0,0.8,1000,0,0.100048,0.200096
0,0.82,1000,0,0.0996254,0.199251
0,0.82,1000,0,0.100131,0.200261
0,0.82,1000,0,0.10019,0.20038
0,0.82,1000,0,0.100307,0.200615
0,0.82,1000,0,0.100079,0.200159
0,0.82,1000,0,0.10044,0.200879
0,0.82,1000,0,0.0998259,0.199652
0,0.82,1000,0,0.0999241,0.199848
0,0.82,1000,0,0.0999177,0.199835
0,0.82,1000,0,0.0991434,0.198287
0,0.84,1000,0,0.100054,0.200107
0,0.84,1000,0,0.0996635,0.199327
0,0.84,1000,0,0.0998395,0.199679
0,0.84,1000,0,0.0994859,0.198972
0,0.84,1000,0,0.0999488,0.199898
0,0.84,1000,0,0.100254,0.200508
0,0.84,1000,0,0.100163,0.200327
0,0.84,1000,0,0.09998,0.19996
0,0.84,1000,0,0.10005,0.200101
0,0.84,1000,0,0.0996985,0.199397
0,0.86,1000,0,0.0998554,0.199711
0,0.86,1000,0,0.10066,0.201319
0,0.86,1000,0,0.0999065,0.199813
0,0.86,1000,0,0.0994289,0.198858
0,0.86,1000,0,0.0993017,0.198603
0,0.86,1000,0,0.100409,0.200818
0,0.86,1000,0,0.0993443,0.198689
0,0.86,1000,0,0.100112,0.200224
0,0.86,1000,0,0.0997073,0.199415
0,0.86,1000,0,0.0993562,0.198712
0,0.88,1000,0,0.0997478,0.199496
0,0.88,1000,0,0.0999177,0.199835
0,0.88,1000,0,0.0995659,0.199132
0,0.88,1000,0,0.1002,0.200401
0,0.88,1000,0,0.0995548,0.19911
0,0.88,1000,0,0.099654,0.199308
0,0.88,1000,0,0.100462,0.200924
0,0.88,1000,0,0.0998267,0.199653
0,0.88,1000,0,0.0998562,0.199712
0,0.88,1000,0,0.0998187,0.199637
0,0.9,1000,0,0.0998889,0.199778
0,0.9,1000,0,0.0997797,0.199559
0,0.9,1000,0,0.100176,0.200351
0,0.9,1000,0,0.0997144,0.199429
0,0.9,1000,0,0.100124,0.200248
0,0.9,1000,0,0.0999568,0.199914
0,0.9,1000,0,0.0990907,0.198181
0,0.9,1000,0,0.10011,0.200219
0,0.9,1000,0,0.100135,0.200269
0,0.9,1000,0,0.100155,0.200309
0,0.92,1000,0,0.0999632,0.199926
0,0.92,1000,0,0.0995841,0.199168
0,0.92,1000,0,0.100381,0.200763
0,0.92,1000,0,0.0997916,0.199583
0,0.92,1000,0,0.100198,0.200396
0,0.92,1000,0,0.100404,0.200808
0,0.92,1000,0,0.100113,0.200226
0,0.92,1000,0,0.099681,0.199362
0,0.92,1000,0,0.100239,0.200478
0,0.92,1000,0,0.099972,0.199944
0,0.94,1000,0,0.100331,0.200663
0,0.94,1000,0,0.100441,0.200882
0,0.94,1000,0,0.0997805,0.199561
0,0.94,1000,0,0.0999105,0.199821
0,0.94,1000,0,0.100241,0.200483
0,0.94,1000,0,0.100318,0.200636
0,0.94,1000,0,0.0998578,0.199716
0,0.94,1000,0,0.0997908,0.199582
0,0.94,1000,0,0.100863,0.201725
0,0.94,1000,0,0.100145,0.20029
0,0.96,1000,0,0.0997407,0.199481
0,0.96,1000,0,0.100854,0.201709
0,0.96,1000,0,0.100323,0.200647
0,0.96,1000,0,0.100458,0.200916
0,0.96,1000,0,0.100212,0.200423
0,0.96,1000,0,0.100188,0.200377
0,0.96,1000,0,0.100019,0.200038
0,0.96,1000,0,0.0997447,0.199489
0,0.96,1000,0,0.0997049,0.19941
0,0.96,1000,0,0.100387,0.200774
0,0.98,1000,0,0.0996635,0.199327
0,0.98,1000,0,0.0997598,0.19952
0,0.98,1000,0,0.100227,0.200454
0,0.98,1000,0,0.100412,0.200824
0,0.98,1000,0,0.100213,0.200427
0,0.98,1000,0,0.0998419,0.199684
0,0.98,1000,0,0.100152,0.200304
0,0.98,1000,0,0.0994494,0.198899
0,0.98,1000,0,0.100256,0.200512
0,0.98,1000,0,0.100042,0.200083
0,1,1000,0,0.099964,0.199928
0,1,1000,0,0.100199,0.200398
0,1,1000,0,0.100183,0.200365
0,1,1000,0,0.0996818,0.199364
0,1,1000,0,0.0989253,0.197851
0,1,1000,0,0.0999688,0.199938
0,1,1000,0,0.0998666,0.199733
0,1,1000,0,0.099845,0.19969
0,1,1000,0,0.0998801,0.19976
0,1,1000,0,0.100092,0.200184
0.02,0,1000,0,0.0999352,0.19987
0.02,0,1000,0,0.100336,0.200673
0.02,0,1000,0,0.100253,0.200505
0.02,0,1000,0,0.100237,0.200473
0.02,0,1000,0,0.099293,0.198586
0.02,0,1000,0,0.100577,0.201154
0.02,0,1000,0,0.0999472,0.199894
0.02,0,1000,0,0.0999744,0.199949
0.02,0,1000,0,0.100073,0.200146
0.02,0,1000,0,0.0994716,0.198943
0.02,0.02,1000,0,0.100139,0.200279
0.02,0.02,1000,0,0.0998379,0.199676
0.02,0.02,1000,0,0.100483,0.200966
0.02,0.02,1000,0,0.10007,0.200139
0.02,0.02,1000,0,0.100303,0.200607
0.02,0.02,1000,0,0.100247,0.200494
0.02,0.02,1000,0,0.0998929,0.199786
0.02,0.02,1000,0,0.100397,0.200794
0.02,0.02,1000,0,0.0999049,0.19981
0.02,0.02,1000,0,0.100282,0.200563
0.02,0.04,1000,0,0.0990436,0.198087
0.02,0.04,1000,0,0.0992402,0.19848
0.02,0.04,1000,0,0.100375,0.20075
0.02,0.04,1000,0,0.100531,0.201062
0.02,0.04,1000,0,0.100373,0.200745
0.02,0.04,1000,0,0.0995318,0.199064
0.02,0.04,1000,0,0.100182,0.200364
0.02,0.04,1000,0,0.100463,0.200926
0.02,0.04,1000,0,0.100216,0.200433
0.02,0.04,1000,0,0.0998482,0.199696
0.02,0.06,1000,0,0.100361,0.200723
0.02,0.06,1000,0,0.100139,0.200279
0.02,0.06,1000,0,0.100553,0.201105
0.02,0.06,1000,0,0.0999384,0.199877
0.02,0.06,1000,0,0.100134,0.200268
0.02,0.06,1000,0,0.0997144,0.199429
0.02,0.06,1000,0,0.0999177,0.199835
0.02,0.06,1000,0,0.100167,0.200333
0.02,0.06,1000,0,0.10005,0.200099
0.02,0.06,1000,0,0.0997152,0.19943
0.02,0.08,1000,0,0.0999041,0.199808
0.02,0.08,1000,0,0.099256,0.198512
0.02,0.08,1000,0,0.100192,0.200385
0.02,0.08,1000,0,0.100241,0.200481
0.02,0.08,1000,0,0.0995413,0.199083
0.02,0.08,1000,0,0.0997431,0.199486
0.02,0.08,1000,0,0.0998666,0.199733
0.02,0.08,1000,0,0.10007,0.200139
0.02,0.08,1000,0,0.0999696,0.199939
0.02,0.08,1000,0,0.100143,0.200285
0.02,0.1,1000,0,0.100062,0.200125
0.02,0.1,1000,0,0.0999712,0.199942
0.02,0.1,1000,0,0.100077,0.200154
0.02,0.1,1000,0,0.100707,0.201413
0.02,0.1,1000,0,0.100556,0.201112
0.02,0.1,1000,0,0.0997128,0.199426
0.02,0.1,1000,0,0.100087,0.200175
0.02,0.1,1000,0,0.100196,0.200391
0.02,0.1,1000,0,0.100331,0.200663
0.02,0.1,1000,0,0.0999704,0.199941
0.02,0.12,1000,0,0.100716,0.201433
0.02,0.12,1000,0,0.0997877,0.199575
0.02,0.12,1000,0,0.100443,0.200886
0.02,0.12,1000,0,0.100298,0.200595
0.02,0.12,1000,0,0.0999081,0.199816
0.02,0.12,1000,0,0.100385,0.200769
0.02,0.12,1000,0,0.0996357,0.199271
0.02,0.12,1000,0,0.100002,0.200005
0.02,0.12,1000,0,0.099573,0.199146
0.02,0.12,1000,0,0.100276,0.200552
0.02,0.14,1000,0,0.100208,0.200415
0.02,0.14,1000,0,0.0996818,0.199364
0.02,0.14,1000,0,0.100087,0.200175
0.02,0.14,1000,0,0.100587,0.201175
0.02,0.14,1000,0,0.099972,0.199944
0.02,0.14,1000,0,0.0997271,0.199454
0.02,0.14,1000,0,0.100286,0.200571
0.02,0.14,1000,0,0.10001,0.200019
0.02,0.14,1000,0,0.0999376,0.199875
0.02,0.14,1000,0,0.100863,0.201725
0.02,0.16,1000,0,0.100199,0.200398
0.02,0.16,1000,0,0.0997614,0.199523
0.02,0.16,1000,0,0.0995072,0.199014
0.02,0.16,1000,0,0.0999776,0.199955
0.02,0.16,1000,0,0.100147,0.200295
0.02,0.16,1000,0,0.0996858,0.199372
0.02,0.16,1000,0,0.0993554,0.198711
0.02,0.16,1000,0,0.100132,0.200264
0.02,0.16,1000,0,0.0999504,0.199901
0.02,0.16,1000,0,0.100002,0.200005
0.02,0.18,1000,0,0.099992,0.199984
0.02,0.18,1000,0,0.0997932,0.199586
0.02,0.18,1000,0,0.0996977,0.199395
0.02,0.18,1000,0,0.0998953,0.199791
0.02,0.18,1000,0,0.10009,0.200179
0.02,0.18,1000,0,0.100099,0.200199
0.02,0.18,1000,0,0.100159,0.200317
0.02,0.18,1000,0,0.0994629,0.198926
0.02,0.18,1000,0,0.100232,0.200463
0.02,0.18,1000,0,0.100286,0.200573
0.02,0.2,1000,0,0.0998068,0.199614
0.02,0.2,1000,0,0.099861,0.199722
0.02,0.2,1000,0,0.10018,0.200359
0.02,0.2,1000,0,0.100146,0.200292
0.02,0.2,1000,0,0.099988,0.199976
0.02,0.2,1000,0,0.0998754,0.199751
0.02,0.2,1000,0,0.0998235,0.199647
0.02,0.2,1000,0,0.100549,0.201097
0.02,0.2,1000,0,0.100042,0.200085
0.02,0.2,1000,0,0.100233,0.200467
0.02,0.22,1000,0,0.0998905,0.199781
0.02,0.22,1000,0,0.0996898,0.19938
0.02,0.22,1000,0,0.100383,0.200766
0.02,0.22,1000,0,0.0998339,0.199668
0.02,0.22,1000,0,0.100147,0.200295
0.02,0.22,1000,0,0.0996906,0.199381
0.02,0.22,1000,0,0.100208,0.200415
0.02,0.22,1000,0,0.10002,0.20004
0.02,0.22,1000,0,0.100151,0.200303
0.02,0.22,1000,0,0.0999592,0.199918
0.02,0.24,1000,0,0.100438,0.200876
0.02,0.24,1000,0,0.0997439,0.199488
0.02,0.24,1000,0,0.0996993,0.199399
0.02,0.24,1000,0,0.0997669,0.199534
0.02,0.24,1000,0,0.0997797,0.199559
